SNORD36A,RNU36A,U36a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD35A,RNU35,RNU35A,U35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD34,RNU34,U34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD33,RNU33,U33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD32A,RNU32,U32,U32A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD24,RNU24,U24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORA74A,RNU19,U19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD14A,RNU14,RNU14A,U14,U14-S13-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU12-2P,RNU12,RNU12P,U12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU11,RNU11-1,U11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU6-50P,RNU6-50,RNU6P1,U6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU6-2,RNU6B,U6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU6-1,RNU6,RNU6A,U6,U6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU5F-1,RNU5F,U5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU5E-1,RNU5E,U5E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU5D-1,RNU5D,U5DL,U5DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU5A-1,RNU5,RNU5A,RNU5C,U5A,U5B1,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU5B-1,RNU5B,RNU5B-1P,U5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU4-2,RNU4-1B,RNU4B1,RNU4C,U4A,U4b,U4c,,,,,,,,,,,,,,,,,,,,,,,,,
RNU4-1,RNU4A,RNU4B2,U4,U4BL,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU4-6P,RNU4P6,U4,U4/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU4-5P,RNU4P5,U4,U4/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU4-4P,RNU4P4,U4,U4/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU4-3P,RNU4P3,U4,U4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU3P4,U3,U3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU3P3,U3,U3.5,u3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU3P2,U3,U3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD3B-1,RNU3A1,U3a,U3b1,U3b2,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU2-5P,RNU2P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU2-4P,RNU2P2,U2,U2/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU2-3P,RNU2P1,U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU2-2P,RNU2-2,RNU2B,U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-15P,RNU1P8,U1P11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-14P,RNU1P7,U1P17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-13P,RNU1P6,U1.1,U1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-11P,RNU1P1,RNU1P5,U1P1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNVU1-18,RNU1-25,RNU1-25P,RNU1-5,RNU1P1,RNU1P9,U1.15,U1P101,U1P15,vU1.18,,,,,,,,,,,,,,,,,,,,,,
RNVU1-7,RNU1-26P,RNU1-6,RNU1-6P,RNU1-9,RNU1-9P,RNVU1-9,vU1.7,vU1.9,,,,,,,,,,,,,,,,,,,,,,,
RNU1-27P,RNU1-7,RNU1-7P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-28P,RNU1-8,RNU1-8P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-3,HSD4,RNU1G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-2,RNU1C1,RNU1C2,U1C1,U1C21,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU1-1,HSD1,HU1-1,RNU1,RNU1A,RNU1A3,RNU1G4,Rnu1a1,U1,U1A1,,,,,,,,,,,,,,,,,,,,,,
STEAP1,PRSS24,STEAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPLAH,5-Opase,OPLA,OPLAHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR3A,P-B1,PBI,PRL5,PROL5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANBP6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCD1P4,ALD22Q11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPG2,2-COP,gamma-2-COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBP1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBEA,BCL8B,LYST2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHORDC1,CHP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF285,ZNF285A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABPC1P3,PABP3,PABPCP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABPC1P1,PABP1,PABPCP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCD1P3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCD1P2,bA453N3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEC22A,SEC22L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP3M1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABPC1,PAB1,PABP,PABP1,PABPC2,PABPL1,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAP8L,HA95,HAP95,NAKAP,NAKAP95,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF11,SID1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUB2,CLONE24922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR160,GPCR1,GPCR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FETUB,16G2,Gugu,IRL685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYFIP2,PIR121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAJC2,MPHOSPH11,MPP11,ZRF1,ZUO1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFAH1B1P2,LIS2P,PAFAH1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCL6,TNG1,TNG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USP21,USP16,USP23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPK1,HTPK1,PP20,THMD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNV1,HNKA,KCNB3,KV2.3,KV8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNPPD1,C2orf24,CGI-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGFRAP1,BEX3,Bex,DXS6984E,HGR74,NADE,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAI1,CILD1,DIC1,ICS1,PCD,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPTN,GP55,GP65,SDFR1,SDR1,np55,np65,,,,,,,,,,,,,,,,,,,,,,,,,
FOXD3,AIS1,Genesis,HFH2,VAMAS2,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXB1,FKH5,HFKH-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLH3,HNPCC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPHP3,MKS7,NPH3,RHPD,RHPD1,SLSN3,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP2C1,ATP2C1A,BCPM,HHD,PMR1,SPCA1,hSPCA1,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB32,FAXF,FAZF,Rog,TZFP,ZNF538,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAD8,ACAD-8,ARC42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOX1,GP91-2,MOX1,NOH-1,NOH1,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGLEC7,AIRM1,CD328,CDw328,D-siglec,QA79,SIGLEC-7,SIGLEC19P,SIGLECP2,p75,p75/AIRM1,,,,,,,,,,,,,,,,,,,,,
TRMT2A,HTF9C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARVD6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKD2L2,TRPP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,LAT1,pp36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIEXF,C1orf107,DEF,DJ434O14.5,UTP25,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELP1,MNAR,P160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SND1,TDRD11,p100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD1,ALRP,C-193,CARP,CVARP,MCARP,bA320F15.2,,,,,,,,,,,,,,,,,,,,,,,,,
NSG1,D4S234,D4S234E,NEEP21,P21,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAU2,39K2,39K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPA2,SID6-306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHITM,DERP2,HSPC282,MICS1,PTD010,TMBIM5,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPP1,BAM32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPS41,HVPS41,HVSP41,hVps41p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMP3,CD208,DC LAMP,DC-LAMP,DCLAMP,LAMP,LAMP-3,TSC403,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN13,NET-6,NET6,TM4SF13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYPD3,C4.4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9D1,B9,EPPB9,MKS9,MKSR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPUSD2,C15orf19,C18B11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTBP,MDM2BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXP1,12CC4,QRF1,hFKH1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3GAT1,CD57,GLCATP,GLCUATP,HNK1,LEU7,NK-1,NK1,,,,,,,,,,,,,,,,,,,,,,,,
UQCRQ,MC3DN4,QCR8,QP-C,QPC,UQCR7,,,,,,,,,,,,,,,,,,,,,,,,,,
ST6GALNAC4,IV,SIAT3-C,SIAT3C,SIAT7-D,SIAT7D,ST6GALNACIV,ST6GalNAc,,,,,,,,,,,,,,,,,,,,,,,,
CACNG5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACNG4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNMB3P1,KCNMB2L,KCNMB3L,KCNMB3L1,KCNMBLP,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNMB3,BKBETA3,HBETA3,KCNMB2,KCNMBL,SLOBETA3,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC3,BET3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF5L,PAF65B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUL1,RA337M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SND1-IT1,C7orf54,NAG8,NSG-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACYBP,GIG5,S100A6BP,SIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF2AK1,HCR,HRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRDC2,CLONE24945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB11,ZNF-U69274,ZNF913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP5S,ATPW,FB,HSU79253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDCBP2,SITAC,SITAC18,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM155B,CXorf63,TED,TMEM28,bB57D9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC3,JFY-1,JFY1,PUMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE7B,bA472E5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKKL1,CT34,SGY,SGY-1,SGY1,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKK4,DKK-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKK3,REIC,RIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKK2,DKK-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPP5J,INPP5,PIB5PA,PIPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFF4,AF5Q31,MCEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMC1B,SMC1BETA,SMC1L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYTH4,CYT4,DJ63G5.1,PSCD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB7,cvHSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVS,INV,NPH2,NPHP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNX5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPNE7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNH5,EAG2,H-EAG2,Kv10.2,hEAG2,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJP3,ZO-3,ZO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORC1,CT33,MORC,ZCW6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIDEB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALD1,KIAA1274,PALD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILIP1,FILIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM184B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENND2A,FAM31D,KIAA1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK36,FU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPAMD8,K-CAP,VIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTU,INT,PDZD6,PDZK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRPF3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTDR1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDOR1,NR1,bA350O14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIA,AMCASE,CHIT2,TSA1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGX,ING1-like,ING2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO2,EIF2C2,Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAAA,ASAHL,PLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALL3,ZNF796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLS2,GA,GLS,LGA,hLGA,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRELID1,PRELI,PX19,SBBI12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KERSMCR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRESMCR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTL1P1,CLPSMCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC39A1,ZIP1,ZIRTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUBG2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL36B,FIL1,FIL1-(ETA),FIL1H,FILI-(ETA),IL-1F8,IL-1H2,IL1-ETA,IL1F8,IL1H2,,,,,,,,,,,,,,,,,,,,,,
IL37,FIL1,FIL1(ZETA),FIL1Z,IL-1F7,IL-1H,IL-1H4,IL-1RP1,IL-37,IL1F7,IL1H4,IL1RP1,,,,,,,,,,,,,,,,,,,,
IL36A,FIL1,FIL1(EPSILON),FIL1E,IL-1F6,IL1(EPSILON),IL1F6,,,,,,,,,,,,,,,,,,,,,,,,,
SIGLEC9,CD329,CDw329,FOAP-9,OBBP-LIKE,siglec-9,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGLEC8,SAF2,SIGLEC-8,SIGLEC8L,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPS4A,SKD1,SKD1A,SKD2,VPS4,VPS4-1,,,,,,,,,,,,,,,,,,,,,,,,,,
DISC2,DISC1-AS1,DISC1OS,NCRNA00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISC1,C1orf136,SCZD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCS1P1,MOCS1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17C,CX2,IL-17C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17B,IL-17B,IL-20,NIRF,ZCYTO7,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC2P6,SEDLP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC2P5,SEDLP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC2P4,SEDLP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC2P3,SEDLP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC2P2,SEDLP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCAR1,GPR104,GPR81,HCA1,LACR1,TA-GPCR,,,,,,,,,,,,,,,,,,,,,,,,,,
OXGR1,GPR80,GPR99,P2RY15,P2Y15,aKGR,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR79,GPR79P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5AR2,C5L2,GPF77,GPR77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUBGCP4,76P,GCP-4,GCP4,Grip76,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERP1,RAMP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMRK2,ITGB1BP3,MIBP,NRK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNMT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SULT1C4,SULT1C,SULT1C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COQ2,CL640,COQ10D1,MSA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARFIP1,HSU52521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF16,GEF16,NBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPKOW,GPATC5,GPATCH5,Spp2,T54,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR162,A-2,GRCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIT1,SIT,SIT-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS9,B1,C18,D1,PTHB1,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF21,BM-018,CD358,DR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHMP2A,BC-2,BC2,CHMP2,VPS2,VPS2A,,,,,,,,,,,,,,,,,,,,,,,,,,
SESN1,PA26,SEST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHDC1,CL23945,DJ159A19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF115,BCA2,ZNF364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFU1,HIRIP,HIRIP5,MMDS1,NIFUC,Nfu,NifU,,,,,,,,,,,,,,,,,,,,,,,,,
ERLEC1,C2orf30,CIM,CL24936,CL25084,HEL117,XTP3-B,XTP3TPB,,,,,,,,,,,,,,,,,,,,,,,,
MMADHC,C2orf25,CL25022,cblD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCD4,H731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL20,KHLHX,KLEIP,KLHLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCDH17,PCDH68,PCH68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSDC2,PIPPIN,dJ347H13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNTN6,NB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSM1,CASM,YJL124C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSM3,SMX4,USS2,YLR438C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPLH1,FHL1,HLH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINAG,TIN-AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SULT1B1,ST1B1,ST1B2,SULT1B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEKT2,TEKTB1,TEKTIN-T,h-tektin-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRPX2,BPP,CBPS,PMGX,RESDX,SRPUL,,,,,,,,,,,,,,,,,,,,,,,,,,
VENTX,HPX42B,NA88A,VENTX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBMXL2,HNRNPG-T,HNRNPGT,HNRPGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RND1,ARHS,RHO6,RHOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPINK4,HEL136,PEC-60,PEC60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3HCC1L,C10orf28,GIDRP86,GIDRP88,PSORT,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMT1,DIM1,DIMT1L,HSA9761,HUSSY5,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMPDL3B,ASML3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDH,2DD,HUM2DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM3,ALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53TG5,C20orf10,CLG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRCP,CGRP-RCP,CGRPRCP,RCP,RCP9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMDEC1,M12.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APEX2,APE2,APEXL2,XTH2,ZGRF2,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMP10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBMS3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCS3,UBA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPGDS,GSTS,GSTS1-1,PGD2,PGDS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF330,HSA6591,NOA36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAP2,CWH43-N,FRAG1,HPMRS3,MRT17,MRT21,,,,,,,,,,,,,,,,,,,,,,,,,,
RBMX,HNRNPG,HNRPG,RBMXP1,RBMXRT,RNMX,hnRNP-G,,,,,,,,,,,,,,,,,,,,,,,,,
BHLHE22,BHLHB5,Beta3,CAGL85,TNRC20,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC18P2,TNRC18,TNRC18B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC17,CAGL234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX3,CAGF9,TNRC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC6A,CAGH26,GW1,GW182,TNRC6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCDH11X,PCDH-X,PCDH11,PCDHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGPTL3,ANG-5,ANGPT5,ANL3,FHBL2,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS6KA6,PP90RSK4,RSK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF638,NP220,ZFML,Zfp638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLIM4,GIMPC,GOLPH4,GPP130,P138,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2RY10,P2Y10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF3K,EIF3-p28,EIF3S12,HSPC029,M9,MSTP001,PLAC-24,PLAC24,PRO1474,PTD001,,,,,,,,,,,,,,,,,,,,,,
HTATSF1,TAT-SF1,TATSF1,dJ196E23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2S,E2-EPF,E2EPF,EPF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRPF19,NMP200,PRP19,PSO4,SNEV,UBOX4,hPSO4,,,,,,,,,,,,,,,,,,,,,,,,,
UTP20,DRIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRP7A,BK126B4.3,CGI-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RABGEF1,RABEX5,RAP1,rabex-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLL,BETAN,POLKAPPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCSK1N,PROSAAS,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNMB4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM97,MAC30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK39,DCHT,PASK,SPAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR1B,DQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCAT,FASN2C,MCT,MT,NET62,fabD,,,,,,,,,,,,,,,,,,,,,,,,,,
APOBEC3C,A3C,APOBEC1L,ARDC2,ARDC4,ARP5,PBI,bK150C2.3,,,,,,,,,,,,,,,,,,,,,,,,
DESI1,D15Wsu75e,DESI2,DJ347H13.4,DeSI-1,FAM152B,PPPDE2,,,,,,,,,,,,,,,,,,,,,,,,,
SGSM3,MAP,RABGAP5,RUSC3,RUTBC3,RabGAP-5,,,,,,,,,,,,,,,,,,,,,,,,,,
HTRA2,OMI,PARK13,PRSS25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT2B,MAT-II,MATIIbeta,Nbla02999,SDR23E1,TGR,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR2A,TORP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLM,Pol Mu,Tdt-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EML4,C2orf2,ELP120,EMAP-4,EMAPL4,ROPP120,,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY1P1,CECR8,HSFYL1,HSFYP1,NCRNA00016,,,,,,,,,,,,,,,,,,,,,,,,,,,
CECR6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CECR5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CECR3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CECR2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
